1;2;3;4;5;6;6;7;8;8;9;10;11;12;13;14;14;15;16;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;30;31;32;33;34;34;35;36;36;37;38;38;39;40;40
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
F^7;B7;Em7;Am7;Dm7;G7;G7;C^7;Gm7;C7;F^7;B7;Em7;Am7;Dm7;G7;G7;C7;Gm7;Gb7;F^7;Am7;Dm7;Dm7;B%7;E7;Am7;Abm;Gm7;C7;F^7;B7;Em7;Am7;Dm7;G7;G7;Bb7;A7;Dm7;Fm7;Bb7;C^7;Em7;A7;Ab7;F^7;G7;C6;Gm7;C7
