1;2;2;3;4;4;5;6;7;8;9;10;10;11;12;12;13;14;15;16;17;18;19;20;21;22;23;24;25;25;26;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;42;43;44;44;45;46;47;48
1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0
Dm7;E7;A7;Dm7;E7;A7;Dm7;Bb^7;Dm7;Dm7;Dm7;E7;A7;Dm7;E7;A7;Dm7;Bb^7;Dm7;Dm7;E7;A7;Dm7;G7;Gm7;C7;F^7;F^7;E7;Eb7;Dm7;Dbo7;F7;E7;E7;Asus;Dm7;D7;G7;Gm7;Dm7;D7;G7;Gm7;Dm7;A7;Dm7;E7;A7;Dm7;E7;A7;Dm7;Bb^7;Dm7;Dm7
