1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G%7;C7;Fm^7;Fm^7;D%7;G7;C^7;C^7;G%7;C7;Fm^7;Fm^7;D%7;G7;C^7;C^7;Cm7;F7;Bb^7;Bb^7;Ab7;Ab7;G7;G7;G%7;C7;Fm^7;Fm^7;D%7;G7;C^7;C^7
