1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
C^7;C^7;Fm7;Bb7;C^7;C^7;Bm7;E7;Bbm7;Eb7;Ab^7;Ab^7;Am7;D7;Dm7;G7;C^7;Eb^7;Ab^7;Db^7
