1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32;32;33;34;35;36;37;38;39;40;41;42;43;44
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C7;C7;C7;C7;F7;F7;C7;A7;Ab^7;Db^7;C^7;G7;C7;C7;C7;C7;F7;F7;C7;A7;Ab^7;Db^7;C^7;A7;Dm7;G7;C^7;A7;Dm7;G7;E7;A7;Dm7;G7;C7;C7;C7;C7;F7;F7;C7;A7;Ab^7;Db^7;C^7;G7
