1;2;3;4;5;6;7;8;9;10;10;11;12;13;14;14;15;16;17;17;18;18;19;20;21;22;23;24;25;26;27;28;29;30;30;31;32;32;33;34;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;48;49;50;50;51;52;53;54;55
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0
Cm;Cm;D%7;G7;Cm;Cm;D%7;G7;C^7;Gm7;C7;F^7;Bb7;Cm;D%7;G7;Cm;Cm;Cm;Cm6;Cm^7;Cm7;G7;Ab7;Dm7;Dm7;G7;G7;C6;C7;F^7;Bb7;C6;Bbm7;Eb7;Ab^7;Bbm7;Eb7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;G7;G7;Cm;Cm;D%7;G7;Cm;Cm;D%7;G7;C^7;Gm7;C7;F^7;Bb7;Am7;Bb7;Dm7;G7;C6;G7
