1;2;3;3;4;4;5;6;7;8;8;9;10;11;12;13;14;15;16;17;18;19;19;20;20;21;22;23;24;24;25;26;27;28;29;30;30;31;32;32
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
Eb^7;G7;Fm7;C7;Fm7;C7;Fm7;Bb7;Eb^7;D%7;G7;Cm7;Cm7;Fm7;Fm7;Fm7;Bb7;Eb^7;Bb7;Eb^7;G7;Fm7;C7;Fm7;C7;Fm7;Bb7;G%7;C7;C7;Ab^7;G7;Cm7;F7;Fm7;Abm6;Bb7;Eb6;Fm7;Bb7
