1;1;2;3;4;5;5;6;7;7;8;9;9;10;11;12;13;13;14;15;15;16;17;18;19;20;21;22;23;24;25;25;26;27;28;29;29;30;31;31;32
1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0
Gm7;A7;Dm7;A7;Dm7;Gm7;A7;Dm7;E7;A7;Dm;Gm7;A7;Dm7;A7;Dm7;Gm7;A7;Dm7;E7;A7;Dm;E%7;A7;Dm7;E7;A7;A7;D7;D7;Gm7;A7;Dm7;A7;Dm7;Gm7;A7;Dm7;E7;A7;Dm
