1;2;3;4;5;6;7;8;9;9;10;10;11;12;13;14;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;53;54;54;55;56;57;58
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
Dsus;Dsus;Dsus;Dsus;D^7;D^7;D^7;D^7;Am7;D7;G^7;F7;Bb^7;Bb^7;Em7;Em7;Dsus;Dsus;Dsus;Dsus;D^7;D^7;D^7;D^7;Am7;D7;G^7;F7;Bb^7;Bb^7;Em7;Em7;A%7;A%7;D7;D7;Gm7;Gm7;C7;C7;Fm7;Fm7;Bb7;Bb7;Eb^7;Eb^7;Am7;D7;Dsus;Dsus;Dsus;Dsus;D^7;D^7;D^7;D^7;Am7;D7;G^7;F7;Bb^7;Bb^7;Em7;Em7
