1;2;3;4;4;5;6;7;8;9;10;10;11;12;13;14;15;16;17;18;19;20;21;21;22;22;23;24;25;26;27;28;28;29;30;31;32;33;34;35;36;37;38;39;40;41;41;42;43
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
C#7;C#7;G#7;Esus;Am7;Bb7;Bb7;Bbm;Eb7;Absus;Absus;Ab7;G7;G7;Gb^7;Gb^7;Gbo7;Gbo7;Ebsus;Eb7;Ebm;D7;Db7;C7;F^7;Bbm;Am;Esus;C#7;C#7;G#7;Esus;Am7;Bb7;Bb7;A7;A7;Ab7;Ab7;G7;G7;Gb^7;Gb^7;Gbo7;Gbo7;C^;Bb^;Am;Esus
