1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;15;16;16;17;17;18;19;19;20;21;22;23;24;25;26;27;27;28;29;30;31;32;33;34;34;35;35;36;36;37;38;38
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
G7;G7;C7;C7;D7;G7;C7;C7;F7;G7;G7;C7;C7;D7;G7;C7;F7;Bb6;G7;C7;F7;Bb6;A7;Ab7;G7;G7;C7;C7;D7;G7;C7;C7;F7;G7;G7;C7;C7;D7;G7;C7;F7;Bb6;G7;C7;F7;Bb6;A7;Ab7
