1;1;2;2;3;3;4;4;5;6;7;8;9;9;10;10;11;11;12;12;13;14;15;15;16;16;17;18;19;20;20;21;21;22;22;23;24;25;25;26;26;27;27;28;28;29;30;31;31;32;32;33;33;34;34;35;35;36;36;37;38;39;40;41;41;42;42;43;43;44;44;45;46;47;47;48;48;49;50;51;52;52;53;53;54;54;55;56;57;57;58;58;59;59;60;60;61;62;63;63;63;63;64;64;65;65
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;3.0
Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb^;A7;Ab7;Ab7;Eb7;Eb7;Eb7;Cm7;Cm^7;Cm7;F7;Fm7;Bb7;Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb^;Bb7;Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb^;A7;Ab7;Ab7;Eb7;Eb7;Eb7;Cm7;Cm^7;Cm7;F7;Fm7;Bb7;Eb7;G7;Ab7;G7;Cm7;Bbm7;A%7;Ab7;Gm7;C7;Fm7;Bb7;Eb^;C7;Fm7;Bb7;Eb7;C7
