2;2;3;3;4;4;5;6;6;7;7;8;8;9;10;11;12;13;14;14;15;15;16;17
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
C^7;F7;Em7;A7;Dm7;G7;C6;C^7;F7;Em7;A7;Dm7;G7;C6;E%7;A7;Dm7;G7;C^7;C7;F^7;F#o7;G7;C6
