1;2;3;3;4;4;6;6;7;8;8
1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Cm7;Bbm7;Dbsus;Ebsus;Fsus;Gsus;Bbm7;Eb7;Ab^7;D%7;G7
