1;2;3;4;5;6;7;7;8;9;10;11;11;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0
F^7;Gb^7;F^7;Eb^7;Dm7;Eb^7;Dm7;Cm7;Bbm7;Am7;Bb^7;E%7;A7;Dm7;Gm7;Gb^7;Fm7;Gb^7
