1;1;2;2;3;3;4;4;5;5;6;6;7;8;9;10;11;12;13;13;14;14;15;15;16;16
1.0;2.5;1.0;2.5;1.0;2.5;1.0;2.5;1.0;2.5;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;2.5;1.0;2.5;1.0;2.5
G^7;Fm7;Eb^7;D7;G^7;Fm7;Eb^7;D7;G^7;Fm7;Eb^7;D7;Ebm7;Ab7;Esus;Esus;Fsus;Fsus;G^7;Fm7;E^7;D7;G^7;Fm7;Eb^7;D7
