1;1;2;2;3;4;5;5;6;6;7;8;9;10;10;11;12;12;13;14;15;16;17;17;18;18;19;20;21;21;22;22;23;24;25;26;26;27;27;28;28;29;30;30;31;32;32
1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
Eb6;Fm7;Gm7;C7;Fm7;Bb7;Eb6;Fm7;Gm7;C7;Fm7;Bb7;Ebm7;C#m7;F#7;B^7;F%7;Bb7;Ebm7;F7;Fm7;Bbsus;Eb6;Fm7;Gm7;C7;Fm7;Bb7;Eb6;Fm7;Gm7;Bb7;Bbm7;Eb7;Ab^7;Abm7;Db7;Eb^7;Gm7;C7;F7;Eb^7;Fm7;Bb7;Eb6;Fm7;Bb7
