1;2;3;4;5;6;7;8;9;10;11;12;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0
F^7;A7;D7;D7;G7;F#7;G7;G7;C7;C7;F6;F6;D7;G7;G7;Gm7;C7;F^7;A7;D7;D7;G7;F#7;G7;G7;Bb6;Bbm6;F^7;A7;D7;Gm7;C7;F6;C7
