1;2;3;4;5;5;6;6;7;7;8;8;9;10;11;11;12;12;13;14;15;16;17;17;18;18;19;19;20;20;21;22;23;23;24;24;25;26;27;28;29;29;30;30;31;31;32;32;33;34;35;35;36;36;37;38;39;40;41;41;42;42;43;43;44;44;45;46;47;47;48;48;49;50;51;52;53;53;54;54;55;55;56;56;57;58;59;59;60;60;61;62;63;64;65;65;66;66;67;67;68;68;69;70;70;70;71;71
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;5.0;7.0;1.0;3.0
Bb7;Eb7;Bb7;Bb7;Eb7;Ab7;Db7;Gb7;G%7;Ab7;A7;Bb7;C%7;F7;Bb7;Db7;Gb7;B7;Bb7;Eb7;Bb7;Bb7;Eb7;Ab7;Db7;Gb7;G%7;Ab7;A7;Bb7;C%7;F7;Bb7;Db7;Gb7;B7;Bb7;Eb7;Bb7;Bb7;Eb7;E7;Eb7;Eo7;Bb7;Eb7;Dm7;G7;Cm7;F7;Bb7;G7;Cm7;F7;Bb7;Eb7;Bb7;Bb7;Eb7;E7;Eb7;Eo7;Bb7;Eb7;Dm7;G7;Cm7;F7;Bb7;G7;Cm7;F7;Bb7;Eb7;Bb7;Bb7;Eb7;Ab7;Db7;Gb7;G%7;Ab7;A7;Bb7;C%7;F7;Bb7;Db7;Gb7;B7;Bb7;Eb7;Bb7;Bb7;Eb7;Ab7;Db7;Gb7;G%7;Ab7;A7;Bb7;C%7;F7;Bb7;Db7;Gb7;B7
