1;2;3;4;5;6;7;7;8;9;10;11;12;13;14;15;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;31;31;32;33;34;35;36;37;38;39;39;40;41;42;43;44;45;46;47;47;48;49;50;51;52;53;54;55;55;56;56;57;58;59;60;61;62;62;62;63;63;64;64;65;65;66;67
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
F^;F^;Gm7;C7;F^;Bb7;G7;C7;F^;F^;F^;Gm7;C7;F^;Bb7;G7;C7;F^;Bb^;Bb^;Cm7;F7;Bb^;Eb7;C7;F7;Bb^;C7;F^;F^;Gm7;C7;F^;Bb7;G7;C7;F^;F^;F^;Gm7;C7;F^;Bb7;G7;C7;F^;F^;F^;Gm7;C7;F^;Bb7;G7;C7;F^;Bb^;Bb^;Cm7;F7;Bb^;Eb7;C7;F7;Bb^;C7;F^;F^;Gm7;C7;F^;Bb7;B%7;Bbm7;Bbm7;A7;Ab7;G7;G7;C7;F^;F^
