1;2;3;4;5;5;6;6;7;8;9;10;10;11;12;13;14;15;16;17;18;19;20;21;21;22;22;23;24;25;26;26;27;28;28;29;29;30;30;31;32;32
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
G^7;D7;G^7;D7;G^7;C7;Bm7;Bbo7;Am7;D7;Am7;F#%7;B7;Em7;Em7;A7;A7;Am7;D7;G^7;D7;G^7;D7;G^7;C7;Bm7;Bbo7;Am7;D7;G^7;Bm7;Em7;Eb7;Bbm7;Eb7;Bm7;Bb7;Am7;D7;G6;Am7;D7
