1;2;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Cm7;D%7;G7;Cm7;G7;Cm7;Cm7;Gsus;G7;Cm7;Gb7;Fm7;Eb7;D%7;G7;Ab7;G7
