1;1;2;3;3;4;5;5;6;7;8;9;9;10;11;11;12;13;13;14;15;16;17;17;18;18;19;19;20;21;21;22;22;23;23;24;25;25;26;27;27;28;29;29;30;31;32
1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0
D7;G7;Cm6;F7;Bb7;Eb^7;D7;G7;Cm6;Ab7;Ab7;D7;G7;Cm6;F7;Bb7;Eb^7;D7;G7;Cm6;Ab7;Ab7;G7;C7;F7;Bb7;Eb7;Ab7;Db^7;F7;Bb7;Eb7;Ab7;Db7;Gb7;B^7;D7;G7;Cm6;F7;Bb7;Eb^7;D7;G7;Cm6;Ab7;Ab7
