1;2;3;4;5;6;7;8;9;10;11;12;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0
Am7;Db^7;B%7;E7;Am7;Db^7;B%7;E7;Cm7;F7;Bb^7;Abm7;Db7;F#%7;B7;E^7;E^7;E7;Am7;Db^7;B%7;E7;Am7;Db^7;B%7;E7;Cm7;F7;Bb^7;Abm7;Db7;F#%7;B7;Em7;Em7
