1;2;3;4;5;6;7;8;9;10;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
F^7;F^7;F6;F6;F^7;F^7;D7;D7;Gm7;C7;C#o7;Dm7;Dm7;G7;G7;C7;C7;F^7;F^7;F6;F6;Cm;F7;Bb6;Bb6;Bb6;Bbm6;F^7;D7;Gm7;C7;F6;Db7;C7
