1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;17;17;18;18;19;19;20;21;21;22;22;23;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;36;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Em7;Ebm7;Dm7;G7;C^7;Am7;Dm7;G7;Gm7;C7;F^7;Bb7;C^7;D7;C6;G7;Em7;Ebm7;Dm7;G7;C^7;Am7;Dm7;G7;Gm7;C7;F^7;Bb7;C^7;Dm7;C6;Gm7;C7;Gm7;C7;F^7;C7;F6;Em7;A7;E%7;A7;Dm7;Ab7;G7;Em7;Ebm7;Dm7;G7;C^7;Am7;Dm7;G7;Gm7;C7;F^7;Bb7;Am7;Am7;F#%7;B7;Em7;Ebm7;Dm7;Dm7;C6;Dm7;G7
