1;2;3;3;4;5;6;7;8;9;10;11;12;13;13;14;14;15;15;16
1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F6;F6;Bb7;Bo7;F6;F6;F6;G7;C7;F6;F7;Bb6;A7;Bb^7;Bo7;F^;D7;Gm7;C7;F6
