1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;12;12;13;13;14;14;15;16;17;18;19;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;38;38;39;39;40;40;41;42;42;43;43;44;44;45;45;46;46;47;47;48;48;49;49;50;50;51;51;52;52
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb6;Cm;Fm;Bb7;Eb^7;Cm;Fm;Bb7;Eb6;Eb^7;Fm;Bb7;Eb6;Cm;Fm;Bb7;Eb6;Cm;Ebm;Bb7;Eb^7;Cm;G7;Cm;Cm7;Fsus;F7;Fm7;Bbsus;Fm7;Bbsus;Fm;Bb7;Eb6;Cm7;Gm7;Eb^7;Ab^7;Ao7;Gm7;C7;Fm7;Db7;Gm7;C7;Fm7;Bb7;Eb6;Bb7;Eb6;Cm7;Gm7;Eb^7;Ab^7;Ao7;Gm7;C7;Fm7;Db7;Gm7;C7;Fm7;Bb7;Eb6;Bb7;Eb6;Fm7;Bb7;Gm7;C7;Fm7;Bb7;Eb6;A%7;D7;Gm7;F#o7;Fm7;Bb7;A%7;D7;Gm7;Eb^7;Ab^7;Ao7;Gm7;C7;Fm7;Db7;Gm7;C7;Fm7;Bb7;Eb6;Bb7
