1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;14;15;16;17;18;19;19;20;20;21;22;23;24;25;26;27;28;29;29;30;31;32;33;33;34;35;36;37;38;38;39;40;41;42;43;44;45;46;46;47;47;48;49;50;51;52;53;54;55
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C^7;Gsus;C^7;D^;Bm7;Em7;Asus;A7;D^7;G7;F^7;G^;C^7;Gsus;C^7;Gsus;C^7;Gsus;C^7;D^;Bm7;Em7;Asus;A7;D^7;G7;F^7;G^;C^7;Gsus;C^7;Gsus;C^7;Fm6;C^7;D^;D^;Bm7;B7;Em7;F#%7;B7;Em7;Am7;Gm7;D^;Gsus;Gsus;C^7;Gsus;C^7;D^;Bm7;Em7;Asus;A7;D^7;G7;F^7;G^;C^7;Gsus;C^7;Gsus
