1;2;3;4;5;6;7;8;9;9;10;11;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;25;26;27;27;28;29;30;31;32;33;34;35;36
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Db^;C^7;B%7;E7;Am7;F#%7;B7;E7;A7;Dm7;Dm7;Ebo7;Em7;Em7;Am7;D7;Dm7;G7;Db^;C^7;B%7;E7;Am7;F#%7;B7;E7;A7;Dm7;Dm7;Ebo7;Em7;Am7;Dm7;G7;Bb7;A7;Dm7;G7;C6;C6
