1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;22;23;24;25;26;27;28;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;46;47;48
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
Asus;Asus;Asus;Asus;Asus;Asus;D6;D6;Asus;Asus;Asus;Asus;Asus;Asus;D6;D6;D6;D6;Am;Am;Gm7;E%7;A7;D6;D6;D6;D6;Am;Am;Gm7;E%7;A7;D6;D6;Gm7;Gm7;A^7;A^7;Gm7;Gm7;Asus;Asus;D6;D6;Am;Am;Gm7;E%7;A7;D6;Asus
