1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;16;16;17;18;18;19;20;21;22;23;24;24;25;26;26;27;28;29;30;31;32;32;33;34;35;36;37;38;39;40;40
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Eb^7;Ebm6;Bb^7;G7;C7;F7;Bb^;Bb^;Bb7;Eb^7;Ebm6;Bb^7;G7;C7;F7;Bb^;Bb^;F7;Bb^;Cm;Dm;Bb^;Gb^;Bb^;F7;Bb^;Bb^;F7;Bb^;Cm;Dm;Bb^;Gb^;Bb^;F7;Bb^;Bb^;Bb7;Eb^7;Ebm6;Bb^7;G7;C7;F7;Bb^;Bb^;Bb7
