1;2;3;4;5;6;7;8;9;10;11;12;12;13;13;14;15;16;17;17;18;18;19;19;20;20;21;22;23;24;24
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0
Am;Am^7;Am7;Em7;F^;C^;Gsus;C^;D^;F^;C^;Eb^7;A7;Ab^7;Gm;Fm7;Bbsus;C^;Esus;E7;Am;Fm;C^7;D^;F^7;Fm;C^;Gsus;C^;Esus;E7
