1;2;3;3;4;5;6;7;7;8;9;10;11;11;12;13;14;15;15;16;17;18;19;20;21;22;23;24;25;26;27;27;28;29;30;31;31;32;33;34;34;35;36;37;38;38;39;40;41;42;42;43;44;45;46;46;47;48;49;50;51;52;53;54;55;56;57;58;58;59;60;61;61;61;62;63;64;65;66;67
1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;5.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0
F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;Bbm;Bbm;Gb^7;Gb^7;Ebm;Ebm;Db^7;Gb^7;F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;Bbm;Bbm;Gb^7;Gb^7;Ebm;Ebm;Db^7;Gb^7;F^7;F^7;F^7;Fm;Fm;Bbm;Ebm;Fm;F^7;F^7;F^7;F^7;F^7;F^7;Fm
