1;1;2;2;3;4;5;5;6;6;7;8;9;9;10;10;11;11;12;12;13;14;14;15;15;16;16;17;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;26;27;27;28;28;29;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
C#%7;Cm7;Bm7;E7;Am7;Am7;C#%7;F#7;Bm7;Db6;Dsus;Dsus;G^7;G#o7;Am7;Bbo7;Bm7;G6;Dm7;G7;C^7;C#m7;F#7;Cm7;F7;Bm7;E7;Dsus;Dsus;G6;Bb7;A7;Ab7;G^7;G#o7;Am7;Bbo7;Bm7;G6;Dm7;G7;C^7;C#m7;F#7;Cm7;F7;Bm7;E7;Dsus;Dsus;G6;Bb7;A7;Ab7
