1;2;3;3;4;5;6;7;8;8;8;9;10;11;11;12;13;14;15;16;16;16;17;17;18;18;19;19;20;20;21;21;21;21;22;23;23;24;24;24;25;26;27;27;28;29;30;31;32;32;32
1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;5.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
Bbm^7;Abm^7;Bbm^7;Abm^7;Bb7;Ebm7;Ab7;Db6;Db6;C7;B7;Bbm^7;Abm^7;Bbm^7;Abm^7;Bb7;Ebm7;Ab7;Db6;Db6;C7;B7;F#m7;B7;E^7;C#m7;F#m7;B7;Bm7;E7;A^7;Am;D7;Am;G^7;Gm7;C7;Db7;C7;B7;Bbm^7;Abm^7;Bbm^7;Abm^7;Bb7;Ebm7;Ab7;Db6;Db6;C7;B7
