1;2;3;4;5;6;7;8;8;9;9;10;10;11;12;13;13;14;14;15;16;17;18;19;20;21;22;23;24;24;25;25;26;26;27;28;29;29;30;30;31;32;32;33;33;34;34;35;36;36;37;38;39;40;41;42;43;44;44
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
C^;C^7;C7;A7;Dm7;Dm7;G7;F^;C^;C^;C^7;Gm7;C7;F^7;Fm7;C^7;Am7;Dm7;G7;F^;C^;C^;C^7;C7;A7;Dm7;Dm7;G7;F^;C^;C^;C^7;Gm7;C7;F^7;Fm7;C^7;Am7;Dm7;G7;F^;C^;F^;C^;C^7;Gm7;C7;F^7;F^7;F^7;Dm7;G7;Em7;Am7;Dm7;G7;F^;C^;C^
