1;2;3;4;4;5;6;7;8;8;9;10;11;11;12;12
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
F7;Bb7;F7;Cm7;F7;Bb7;Bb7;F7;Am7;D7;Gm7;C7;F7;D7;Gm7;C7
