1;2;2;3;3;4;4;5;6;6;7;8;8;9;9;10;10;11;11;12;12;13;14;14;15;15;16;16;17;18;18;19;20;20;21;21;22;22;23;23;24;25;26;26;27;27;28;28;29;30;30;31;32;32;33;33;34;34;35;36
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Bb^7;Bbm7;Eb7;Am7;Abm7;Db7;Gm7;C7;C#m7;F#7;Am7;Ab7;Db^7;Gb7;F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Bb^7;Bbm7;Eb7;Am7;Abm7;Db7;Gm7;C7;C#m7;F#7;Am7;Ab7;Db^7;F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Bb^7;Bbm7;Eb7;Am7;Abm7;Db7;Gm7;C7;C#m7;F#7;F6;F6
