1;1;2;2;3;4;5;6;7;8;9;9;10;10;11;12;13;14;15;16;17;17;18;19;20;21;21;22;22;22;23;24;25;25;26;26;26;27;28;29;30;31;32;33;33;34;34;35;36;37;38;39;40;41;41;42;43;44;45;45;46;46;46;47;48;49;49;50;50;50;51;52;53;54;55;56;57;58;59;60;60;61;61;62;62;63;63
1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
D^;Am7;D^;B7;Em;Em;Gm;C7;Em;Asus;D^;Am7;D^;B7;Em;Em;Gm;C7;Em;Asus;D6;A7;D6;Bb7;Bb7;D6;Em7;F#m7;Em7;D6;Bb7;Bb7;D^7;F7;Em7;A7;B7;Em;Em;Gm;C7;Em;Asus;D^;Am7;D^;B7;Em;Em;Gm;C7;Em;Asus;D6;A7;D6;Bb7;Bb7;D6;Em7;F#m7;Em7;D6;Bb7;Bb7;D^7;F7;Em7;A7;B7;Em;Em;Gm;C7;Em;Asus;C7;B7;Em;Gm;C7;Em;A7;D^;Am7;D^;Am7
