1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;18;19;19;20;20;20;20;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
F#%7;B7;Em7;A7;F#%7;B7;Em7;A7;Am7;D7;Em7;Em7;C^7;Bm7;Am7;Gm7;F#%7;B7;Em7;A7;F#%7;B7;Em7;A7;Am7;D7;Em7;Em7;C^7;Bm7;Am7;D7;G^7;F#%7;B7;F#%7;B7;Em7;Eb7;Dm7;Db7;C^7;G^7;Em7;A7;Am7;Gm7;F#%7;B7;Em7;A7;F#%7;B7;Em7;A7;Am7;D7;Em7;Em7;C^7;Bm7;Cm7;F7;Bm7;E7;Am7;D7;G6;G6
