1;2;3;4;5;6;6;7;7;8;8;9;10;11;12;13;14;14;15;15;16;16;17;18;18;19;19;20;20;21;22;22;23;23;24;24;25;26;27;28;29;30;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0
Ab^7;Abm^7;Eb^;F7;Bb7;Bb7;G7;Ab^;Abm;Eb^;Eb7;Ab^7;Abm^7;Eb^;F7;Bb7;Bb7;G7;Ab^;Abm;Eb^;D7;G^;G6;Do7;Am7;D7;G^;D7;G^;G6;Do7;Am7;D7;G^;Bb7;Ab^7;Abm^7;Eb^;F7;Bb7;Bb7;G7;Ab^;Abm;Eb^
