1;2;3;4;5;6;7;8;9;10;11;12;12;13;14;15;15;16;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
F#sus;B7;Esus;Eb^7;F#sus;B7;Esus;Eb^7;D^7;D7;Gm7;Bm7;Ab^7;F#sus;B7;Em7;C^7;Em7;C^7
