1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;62;63;64;65;66;66;66;66;67;67;67
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0
Bb^;Bb^;Gm;Gm;Bb^7;Dbo7;Cm7;F7;Cm7;Cm7;Ab^;Ab^;Cm7;F7;Dm7;Dbo7;Cm7;F7;Bb^;Bb^;Gm;Gm;Fm7;Bb7;Eb^7;D7;Gm;Dm7;Gm;Dm7;C7;F7;Bb6;Dbo7;Cm7;F7;Bb^;Bb^;Gm;Gm;Bb^7;Dbo7;Cm7;F7;Cm7;Cm7;Ab^;Ab^;Cm7;F7;Dm7;Dbo7;Cm7;F7;Bb^;Bb^;Gm;Gm;Fm7;Bb7;Eb^7;D7;Gm;Dm7;Gm;Dm7;C7;F7;C7;F7;C7;F7;Bb^;Bb^;Eb^;Eo7;Bb^;F7;Bb6
