1;2;3;4;5;5;6;6;7;8;8;9;10;11;12;13;13;14;14;15;16;17;18;18;19;19;20;20;21;22;22;23;23;24;24;25;26;27;28;29;29;30;30;31;32;32
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Am;Am^7;Am7;Am6;C^7;A7;Dm7;G7;C6;B%7;E7;Am;Am^7;Am7;Am6;C^7;A7;Dm7;G7;C6;C6;C^7;Fm6;C^7;Fm6;C^7;G7;C6;C^7;Fm6;C^7;Fm6;C^7;B%7;E7;Am;Am^7;Am7;Am6;C^7;A7;Dm7;G7;C6;B%7;E7
