1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;21;22;22;23;24;25;26;27;28;29;30;30;31;32;33;34;35;36;37;37;38;38;39;40;41;42;43;44;45;46;47;47;48;48;49;50;51;52;53;54;55;55;56;56
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
C6;C6;Dm7;G7;C6;Dm7;D#o7;C6;Em7;Ebo7;Dm6;G7;Dm7;G7;Dm7;G7;Em7;A7;Dm7;G7;C6;C6;Dm7;G7;C6;Dm7;D#o7;C6;Cm7;F7;G^7;Ab7;G^7;Ab7;G^7;Em7;Ebm7;Dm7;G7;C6;C6;Dm7;G7;C6;Dm7;D#o7;C6;Bb7;A7;D7;Fm6;Em7;A7;D7;G7;C^7;F7;Em7;A7;D7;Fm6;Em7;A7;Dm7;G7;C6;A7;Dm7;G7
