1;2;3;4;5;6;7;8;9;10;10;11;11;12;13;14;15;16;17;18;19;20;21;22;22;23;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;42;43;43;44;44;45;46;47;48;49;50;51;52;53;54;54;55;55;56;57;57;58;58;59;59;60
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Bb7;Eb7;Bb7;Bb7;Eb7;Gb7;Bb6;Bb6;F7;C7;F7;Bb6;Eb7;Bb6;Bb7;Eb7;Bb7;Bb7;Eb7;Gb7;Bb6;Bb6;F7;C7;F7;Bb6;Eb7;Bb6;Bbm;Eb7;Dbm;Gb7;Abm;Db7;C7;C7;D%7;G7;G%7;C7;Fsus;F7;G7;C7;C7;F7;Bbm;Eb7;Dbm;Gb7;Abm;Db7;C7;C7;D%7;G7;G%7;C7;Fsus;F7;G7;C7;C7;F7;Bb7;Eb7;Bb7;Bb7;Eb7;Gb7;Bb6;Bb6;F7;C7;F7;Bb6;Eb7;Bb6;G7;C7;C7;F7;C7;Fsus;Bb6
