1;2;2;3;3;4;4;5;6;6;7;7;8;9;10;10;11;11;12;12;13;13;14;14;14;15;15;16;16;17;17;18;19;19;20;20;21;22;22;23;24;25;25;26;27;27
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
C6;C6;G7;C^7;Bm7;E7;E7;F6;F6;A7;Dm7;D7;D7;G7;G7;Ebo7;G7;G7;G7;G7;Em7;Eb7;Dm7;G7;C6;C6;G7;C^7;Bm7;E7;E7;F6;F6;A7;Dm7;Bm7;E7;Am7;A7;A7;Dm7;G7;G7;C6;Dm7;G7
