1;2;3;3;4;5;6;7;7;8;9;10;11;11;12;13;14;15;15;16
1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0
Fm7;Gm7;Ab^7;Gm7;Fm7;Fm7;Gm7;Ab^7;Gm7;Fm7;Eb^;Eb^;Db^;Eb^;Fm7;Eb^;Eb^;Db^;Eb^;Fm7
