1;1;2;3;3;4;5;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;14;14;15;16;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;24;24;25;25;26;26;27;28;28;29;29;30;30;31;31;31;32;32;33;34;34;35;36;36;36;37;37;38;38;39;39;40;40;41;41;42;42;43;44;44;45;46;46;47;48;48;48;49;49;50;50;51;51;52;52;53;53;54;54;55;55;56;57;57;58;59;59;59;60;60;61;61;62;62;63;63;64;64;65;65;66;67;67;68;68;69;69;70;71;71;72;72;73;73;74;74;74;75;75;76;77;77;78;79;79;79;80;80;81;81;82;82;83;83;84;84;85;85;86;86;86;87;87;88;88;89;89;89;89;90;90;90
1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0
Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Em7;A7;F#m7;B7;Em7;Gm6;F#m7;Fo7;Em7;A7;Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Dm7;G7;Em7;A7;Dm7;Fm^7;Em7;Ebo7;Dm7;G7;C^7;Fm7;Bb7;Gm7;Gbo7;Fm7;Bb7;Eb^7;Ebm7;Ab7;Db^7;Em7;Ebm7;Ab7;Db^7;Em7;A7;Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Em7;A7;F#m7;B7;Em7;Gm6;F#m7;Fo7;Em7;A7;D^7;Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Em7;A7;F#m7;B7;Em7;Gm6;F#m7;Fo7;Em7;A7;Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Dm7;G7;Em7;A7;Dm7;Fm^7;Em7;Ebo7;Dm7;G7;C^7;Fm7;Bb7;Gm7;Gbo7;Fm7;Bb7;Eb^7;Ebm7;Ab7;Db^7;Em7;Ebm7;Ab7;Db^7;Em7;A7;Dm7;G7;C^7;C#m7;F#7;B^7;Em7;A7;G%7;F#m7;B7;Em7;A7;F#m7;B7;Em7;Gm6;F#m7;Fo7;Em7;A7;D^7;Dm7;G7;Em7;A7;D7;Ab7;Abo7;Ao7;Bbo7;Bo7;C^;Db^7;C^7
