1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;10;11;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
D%7;Db^7;Cm7;Db7;Eb7;F7;Db7;Cm7;D%7;Db^7;Cm7;F7;Eb7;Dsus;Db7;Cm7;Ebsus;Ebsus;Ebsus;Ebsus;Dsus;Dsus;Em7;Eb7;D%7;Db^7;Cm7;Db7;Eb7;F7;Db7;Cm7;D%7;Db^7;Cm7;F7;Eb7;Dsus;Db7;Cm7
