1;2;3;4;5;6;7;8;8;9;10;10;11;12;12;13;14;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0
Am;Am;Am;Am;Cm;Cm;Cm;Cm7;F7;Bb^7;Bbm7;Eb7;Ab^7;Abm7;Db7;Gb^7;Gm7;C7;F^7;E7
