1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C^7;B^7;Bb^7;A7;Dm7;Dm7;Fm7;Bb7;E7;A7;D7;G7;C7;F7;C^7;Db7
