1;1;2;2;3;3;4;4;4;4;5;5;6;6;7;7;8;8;8;8;9;10;10;11;11;12;12
1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0
F^7;B7;Bb^7;Eb7;Am7;D7;Gm7;Am7;Bb6;C7;Fm7;Bbm7;G7;C7;Am7;D7;Am7;Bbm7;Cm7;D7;G7;C7;Bbm7;Am7;Dm7;Gm7;C7
