1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;17;18;19
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0
D6;C7;Bm7;E7;Bm7;E7;Bm7;E7;Gm7;C7;D^7;C7;Em7;A7;D6;C7;Bm7;E7;A7;D^7
