1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;13;14;15;15;16;16;17;18;19;20
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
Em7;C^7;Am7;B7;Cm;Cm;A%7;D7;Bb^7;Eb^7;Cm7;D7;Ebm;F7;F#o7;Gm7;G7;B^;F7;F7;Bbm6;F#m6;E6;Eb7;Ab7;C#m;Am7;G^;B7;C^7;B7;Bb^7;Abm
