1;1;2;2;2;3;3;3;4;4;4;5;5;6;6;6;7;8;9;10;11;12;12;13;13;14;14;14;15;15;15;16;16;16;17;17;18;18;18;19;20;21;21;22;22;23;23;24;24;25;25;26;26;27;28;28;29;29;30;30;30;31;32;33;34;35;36;36;36;37;37;37;38;38;38;39;39;39;40;40;41;41;41;42;43;44;45;46;47;47;48;48;49;49;49;50;50;50;51;51;51;52;52;53;53;53;54;55;56;56;57;57;58;58;59;59;60;60;61;61;62;63;63;64;64;65;65;65;66;67;68;69;70;71
1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;7.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0
Ab^7;Ab7;Ab6;Ab+;Ab^;Ab6;Ab+;Ab^;Ab6;Ab+;Ab^;Ab^7;Ab7;Ab6;Ab+;Ab^;F7;F7;Bbm7;Eb7;Ab6;D%7;G7;C^7;C7;C6;C+;C^;C6;C+;C^;C6;C+;C^;C^7;C7;C6;C+;C^;A7;A7;Dm7;G7;Dm7;G7;C6;Dm7;D#o7;C6;Dm7;G7;Dm7;G7;C6;Bbm7;Eb7;Ab^7;Ab7;Ab6;Ab+;Ab^;F7;F7;Bb7;Eb7;Ab6;Ab6;Ab^7;Ab7;Ab6;Ab+;Ab^;Ab6;Ab+;Ab^;Ab6;Ab+;Ab^;Ab^7;Ab7;Ab6;Ab+;Ab^;F7;F7;Bbm7;Eb7;Ab6;D%7;G7;C^7;C7;C6;C+;C^;C6;C+;C^;C6;C+;C^;C^7;C7;C6;C+;C^;A7;A7;Dm7;G7;Dm7;G7;C6;Dm7;D#o7;C6;Dm7;G7;Dm7;G7;C6;Bbm7;Eb7;Ab^7;Ab7;Ab6;Ab+;Ab^;F7;F7;Bb7;Eb7;Ab6;Ab6
