1;2;3;4;5;6;7;7;8;9;10;11;12;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0
Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;Cm7;Fsus;Fsus;Bb^7;Bb^7;G7;F7;C7;Bb^7;Bb^7;Bb^7;Bb^7
