1;2;2;3;4;4;5;5;6;6;7;7;8;8;9;10;10;11;12;12;13;13;14;14;15;16;16;17;18;18;19;20;20;21;21;22;22;23;24;24;25;26;26;27;28;28;29;29;30;30;31;31;32;32
1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
C6;Bbm7;Eb7;Ab^7;D%7;G7;Cm7;A%7;D%7;G7;C6;Am7;Dm7;G7;C6;Bbm7;Eb7;Ab^7;D%7;G7;Cm7;A%7;D%7;G7;C6;Gm7;C7;F6;Ebm7;Ab7;Db^7;G%7;C7;Fm7;D%7;G%7;C7;Fm6;D%7;G7;C6;Bbm7;Eb7;Ab^7;D%7;G7;Cm7;A%7;D%7;G7;C6;Am7;Dm7;G7
