1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;78;79;80;80
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
C6;C6;A7;A7;Dm7;Dm7;Fm7;Bb7;Em7;Bb7;Dm;G7;C6;D7;Dm7;G7;C6;C6;A7;A7;Dm7;Dm7;Fm7;Bb7;Em7;Bb7;Dm;G7;C6;Dm7;G7;C6;C6;F#m7;B7;E^7;E^7;Am;D7;G^7;G^7;Ebm;Ab7;Db^7;Db^7;Dm;Dm;G7;G7;C6;C6;A7;A7;Dm7;Dm7;Fm7;Bb7;Em7;Bb7;Dm;G7;C6;D7;Dm7;G7;C6;C6;A7;A7;Dm7;Dm7;Fm7;Bb7;Em7;Bb7;Dm;G7;C6;Dm7;G7;C6;Dm7;G7
