1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;17;18;19;20;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Gm7;C7;F^7;Bb^7;E%7;A7;Dm7;G7;Csus;C7;Am7;D7;Gm7;C7;F^7;Am7;D7;G^7;C^7;F#%7;B7;Em7;A7;Dsus;D7;Bm7;E7;Am7;D7;G^7;Ab^7;Ab^7;Ebm7;Ab7;C^7;C^7;Am7;D7;Gm7;C7;Gm7;C7;F^7;Bb^7;E%7;A7;Dm7;G7;Csus;C7;Am7;D7;Gm7;C7;F6
