1;2;3;4;5;6;6;7;8;8;9;10;11;12;13;14;14;15;16;17;18;18;19;20;20;21;22;22;23;24;24;25;26;27;28;29;30;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
Fm6;Fm6;F#m6;F7;Bbm7;G%7;C7;Fm6;G%7;C7;Fm6;Fm6;F#m6;F7;Bbm7;G%7;C7;Fm6;Fm6;Db^7;Em7;A7;D^7;Fm7;Bb7;Eb^7;F#m7;B7;E^7;G%7;C7;Fm6;Fm6;F#m6;F7;Bbm7;G%7;C7;Fm6;G%7;C7
