1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Cm6;Cm6;Fm7;Fm7;D%7;G7;Cm6;Cm6;Ab^7;G7;Cm6;Cm6;A%7;D7;Gsus;G7
