1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;20;21;21;22;22;23;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C^;C6;C^7;C6;C^;C6;C^7;C6;Dm7;Dm^7;Dm7;G7;Dm7;G7;C^7;F#%7;B7;Em7;B7;B7;Em7;D7;G^7;Abo7;Am7;D7;Am7;D7;G7;C^;C6;C^7;C6;C^;C6;C^7;C6;Dm7;Dm^7;Dm7;G7;Dm7;G7;C^7;G7
